"","target_vertical","target_horizontal","target_type","index","batter"
"2521","low","umpRight","FA",3601,456501
"3356","middle","umpRight","CU",4485,493316
"930","middle","umpMiddle","FA",1953,457803
"3337","low","umpMiddle","SL",4466,518595
"3817","middle","umpMiddle","FA",4951,456715
"4365","high","umpMiddle","FA",5567,518960
"3265","middle","umpLeft","CU",4394,547379
"1040","high","umpLeft","FA",2069,527038
"621","low","umpLeft","FA",1637,475253
"3787","middle","umpLeft","SL",4921,593527
"983","high","umpRight","FA",2012,458015
"2018","high","umpRight","FA",3063,571976
"206","low","umpLeft","SL",1208,605509
"2480","low","umpMiddle","SL",3551,456488
"525","middle","umpLeft","FA",1541,457789
"140","high","umpLeft","FA",1142,474832
"3861","middle","umpLeft","FA",4995,641553
"127","low","umpRight","CU",1129,434636
"2849","low","umpMiddle","CU",3952,649557
"1901","low","umpRight","CU",2937,571448
"3727","middle","umpRight","FA",4861,518614
"3902","low","umpRight","CU",5037,547989
"3987","low","umpRight","CU",5186,518934
"914","middle","umpMiddle","CU",1937,463610
"1696","high","umpRight","CU",2732,542303
"27","high","umpLeft","FA",1027,605486
"2426","middle","umpMiddle","FA",3484,543063
"1194","high","umpLeft","FA",2226,502032
"1805","middle","umpRight","SL",2841,457763
"2031","low","umpLeft","FA",3076,572114
"3506","low","umpRight","FA",4636,518934
"2023","low","umpLeft","SL",3068,500208
"1498","high","umpLeft","SL",2530,467092
"173","low","umpMiddle","FA",1175,605509
"2341","low","umpRight","FA",3390,471865
"2591","low","umpLeft","CU",3683,571976
"550","middle","umpRight","FA",1566,493351
"1301","low","umpRight","CU",2333,457763
"1570","high","umpRight","CU",2602,641771
"42","high","umpLeft","FA",1042,519083
"1188","low","umpLeft","FA",2220,611177
"2313","low","umpRight","FA",3362,448602
"4047","low","umpMiddle","SL",5246,460026
"2937","high","umpRight","FA",4046,575929
"993","low","umpRight","CU",2022,594807
"3674","high","umpMiddle","SL",4808,455104
"3321","low","umpLeft","SL",4450,493316
"2310","low","umpLeft","FA",3359,448602
"581","high","umpLeft","SL",1597,489267
"1683","low","umpLeft","SL",2719,445988
"1162","middle","umpMiddle","FA",2194,502032
"167","low","umpRight","FA",1169,622110
"4331","low","umpLeft","FA",5533,518960
"3627","high","umpLeft","FA",4760,502671
"3310","high","umpRight","FA",4439,624424
"1707","low","umpLeft","FA",2743,596142
"897","low","umpLeft","SL",1920,434567
"1000","high","umpLeft","FA",2029,571466
"3566","low","umpRight","SL",4698,488862
"148","low","umpLeft","SL",1150,518516
"1486","low","umpRight","FA",2518,547180
"1521","low","umpLeft","FA",2553,547180
"144","middle","umpLeft","FA",1146,605509
"2999","low","umpRight","FA",4115,519203
"2719","low","umpLeft","SL",3812,453568
"2068","low","umpMiddle","CU",3113,595978
"338","low","umpLeft","FA",1345,453211
"1116","high","umpLeft","FA",2147,527038
"1427","high","umpMiddle","CU",2459,594838
"1249","low","umpMiddle","FA",2281,456501
"4297","middle","umpRight","SL",5498,543063
"2649","high","umpLeft","CU",3742,605486
"3729","low","umpLeft","FA",4863,593527
"3513","high","umpLeft","SL",4644,571448
"536","low","umpLeft","SL",1552,571976
"1285","low","umpLeft","FA",2317,452655
"354","middle","umpMiddle","FA",1366,518692
"2109","low","umpRight","CU",3154,571448
"2846","low","umpLeft","FA",3949,425509
"731","low","umpRight","CU",1747,435522
"3498","low","umpRight","FA",4628,608596
"588","high","umpMiddle","FA",1604,477165
"1652","low","umpLeft","FA",2688,425796
"422","high","umpMiddle","FA",1437,588751
"3171","low","umpRight","CU",4300,543685
"2075","low","umpRight","SL",3120,542194
"1365","middle","umpLeft","FA",2397,456422
"802","low","umpLeft","FA",1818,493472
"831","low","umpLeft","FA",1849,545361
"1454","high","umpLeft","FA",2486,475582
"1250","low","umpMiddle","FA",2282,456501
"2279","low","umpRight","SL",3327,605113
"1130","high","umpLeft","FA",2161,488818
"4134","middle","umpMiddle","CU",5333,520471
"916","high","umpLeft","SL",1939,463610
"2007","middle","umpLeft","SL",3049,543063
"3927","low","umpRight","SL",5062,466320
"1120","high","umpLeft","FA",2151,493472
"3266","low","umpRight","FA",4395,547379
"3243","middle","umpLeft","FA",4372,543706
"2300","high","umpRight","FA",3349,453568
"3803","low","umpRight","SL",4937,444876
"2280","low","umpLeft","SL",3328,605113
"3055","low","umpLeft","SL",4181,541650
"3997","low","umpLeft","FA",5196,448602
"1033","high","umpRight","SL",2062,435522
"3779","high","umpLeft","SL",4913,460077
"3053","low","umpRight","CU",4179,542583
"3944","low","umpRight","CU",5093,605486
"3648","low","umpRight","FA",4781,571578
"3636","high","umpLeft","SL",4769,592273
"3652","low","umpRight","FA",4785,572041
"3314","low","umpLeft","FA",4443,608061
"2047","low","umpLeft","SL",3092,622534
"2070","middle","umpRight","CU",3115,595978
"4202","high","umpLeft","SL",5401,546318
"1015","high","umpLeft","FA",2044,434158
"2122","low","umpMiddle","CU",3167,448602
"1962","low","umpLeft","CU",2998,605412
"2771","middle","umpLeft","CU",3866,491676
"1769","low","umpMiddle","FA",2805,457763
"257","middle","umpLeft","FA",1259,457763
"3178","middle","umpLeft","SL",4307,446653
"1884","low","umpMiddle","SL",2920,642162
"122","middle","umpRight","SL",1124,501303
"3732","low","umpLeft","SL",4866,593527
"1808","middle","umpMiddle","FA",2844,452254
"2225","low","umpRight","FA",3273,425844
"3728","high","umpMiddle","FA",4862,593160
"2440","low","umpLeft","FA",3501,452254
"1771","low","umpRight","CU",2807,452254
"159","low","umpLeft","SL",1161,434636
"2563","low","umpLeft","CU",3650,595978
"3058","low","umpRight","SL",4184,541650
"2446","low","umpMiddle","FA",3512,543063
"445","middle","umpLeft","SL",1460,542303
"2045","low","umpLeft","SL",3090,622534
"1638","high","umpLeft","FA",2674,445988
"3913","middle","umpMiddle","FA",5048,541645
"3998","low","umpLeft","SL",5197,448602
"2770","high","umpLeft","FA",3865,491676
"2055","low","umpLeft","FA",3100,571976
"3232","low","umpMiddle","SL",4361,608070
"1903","low","umpRight","CU",2939,571448
"1601","low","umpLeft","SL",2633,624428
"1397","low","umpRight","CU",2429,516416
"3213","low","umpRight","FA",4342,488726
"2115","low","umpLeft","FA",3160,596115
"3278","low","umpMiddle","SL",4407,596019
"2825","middle","umpMiddle","FA",3927,451594
"2633","middle","umpRight","CU",3726,518466
"4049","high","umpLeft","FA",5248,593525
"118","middle","umpLeft","FA",1120,518516
"4203","high","umpLeft","FA",5402,520471
"1064","low","umpLeft","SL",2094,435522
"912","low","umpLeft","FA",1935,463610
"4360","low","umpLeft","SL",5562,471865
"213","high","umpLeft","FA",1215,434636
"3258","middle","umpLeft","SL",4387,429665
"3983","middle","umpMiddle","SL",5182,453568
"1579","middle","umpMiddle","FA",2611,501896
"649","middle","umpLeft","FA",1665,430832
"3136","low","umpRight","SL",4265,572191
"3906","low","umpRight","CU",5041,541645
"4198","low","umpLeft","SL",5397,571841
"1071","middle","umpMiddle","SL",2101,501571
"2370","low","umpRight","SL",3419,448602
"1948","low","umpRight","FA",2984,452254
"1106","low","umpRight","FA",2137,435522
"2858","low","umpRight","FA",3961,458681
"3810","low","umpRight","SL",4944,461235
"3788","high","umpLeft","CU",4922,593527
"3816","middle","umpLeft","FA",4950,593527
"3711","low","umpLeft","SL",4845,572008
"1990","low","umpRight","CU",3032,474832
"3477","middle","umpLeft","SL",4607,448602
"2323","low","umpRight","FA",3372,596115
"3381","low","umpLeft","FA",4510,608325
"3044","high","umpMiddle","FA",4170,542979
"806","middle","umpRight","FA",1822,446263
"1209","high","umpMiddle","FA",2241,518692
"1509","middle","umpRight","FA",2541,433589
"576","middle","umpMiddle","SL",1592,425834
"973","high","umpRight","SL",1999,571466
"2400","high","umpRight","FA",3450,457763
"435","high","umpRight","CU",1450,445988
"2724","low","umpRight","FA",3817,571448
"366","middle","umpLeft","FA",1378,425796
"4332","low","umpRight","CU",5534,518960
"3217","high","umpLeft","SL",4346,429665
"2205","middle","umpRight","SL",3251,502671
"1205","high","umpRight","CU",2237,488818
"1620","high","umpRight","FA",2652,543281
"447","low","umpMiddle","CU",1462,592663
"184","high","umpRight","FA",1186,434636
"3584","low","umpRight","FA",4716,460060
"1960","low","umpRight","FA",2996,605412
"1908","low","umpRight","CU",2944,467827
"483","middle","umpMiddle","FA",1498,453400
"898","low","umpLeft","SL",1921,434567
"2592","middle","umpRight","FA",3684,571976
"433","middle","umpMiddle","FA",1448,445988
"733","middle","umpLeft","FA",1749,501571
"1216","middle","umpMiddle","SL",2248,425796
"2932","low","umpRight","CU",4036,519203
"1964","low","umpLeft","FA",3003,491676
"1527","low","umpLeft","SL",2559,467092
"4067","low","umpLeft","FA",5266,457763
"3719","low","umpLeft","SL",4853,455104
"1139","middle","umpLeft","FA",2170,455976
"34","low","umpLeft","FA",1034,475115
"2597","low","umpLeft","SL",3689,595978
"4300","low","umpMiddle","FA",5501,467055
"2842","low","umpLeft","CU",3945,425509
"938","high","umpRight","FA",1961,571466
"3161","middle","umpLeft","FA",4290,547180
"752","low","umpRight","CU",1768,452678
"3124","low","umpLeft","FA",4253,547180
"283","low","umpLeft","SL",1285,607776
"1038","low","umpLeft","CU",2067,501571
"3181","low","umpLeft","FA",4310,607208
"2895","low","umpRight","CU",3998,572039
"2064","low","umpMiddle","FA",3109,592669
"2250","high","umpLeft","SL",3298,605113
"2395","low","umpMiddle","SL",3445,456488
"1259","low","umpRight","CU",2291,622110
"2069","low","umpLeft","SL",3114,595978
"3409","low","umpRight","SL",4538,527038
"3235","low","umpRight","CU",4364,457706
"1463","low","umpLeft","SL",2495,467092
"4197","low","umpRight","FA",5396,571841
"1142","low","umpRight","SL",2174,455976
"3717","low","umpLeft","SL",4851,592273
"561","low","umpMiddle","FA",1577,445055
"3770","low","umpLeft","SL",4904,543333
"2164","middle","umpLeft","FA",3209,572863
"1554","low","umpLeft","FA",2586,516782
"2973","low","umpRight","SL",4089,575929
"3664","middle","umpMiddle","SL",4798,502671
"4155","low","umpRight","SL",5354,641487
"1030","low","umpLeft","SL",2059,435522
"3825","high","umpMiddle","FA",4959,444876
"1087","low","umpLeft","FA",2118,571841
"3887","high","umpLeft","CU",5022,570560
"4249","middle","umpMiddle","FA",5448,491676
"1287","middle","umpLeft","SL",2319,452655
"4090","low","umpLeft","FA",5289,452254
"2862","low","umpLeft","FA",3965,572039
"3330","low","umpLeft","SL",4459,527038
"3355","middle","umpLeft","SL",4484,608061
"4103","low","umpMiddle","CU",5302,460026
"3852","low","umpMiddle","SL",4986,570560
"341","middle","umpMiddle","FA",1352,605538
"675","low","umpLeft","FA",1691,489365
"3190","middle","umpRight","FA",4319,475582
"489","low","umpLeft","FA",1504,543829
"3502","middle","umpRight","SL",4632,453568
"103","high","umpMiddle","FA",1105,452254
"1329","high","umpMiddle","FA",2361,516416
"745","high","umpRight","FA",1761,434158
"3423","middle","umpMiddle","FA",4552,453568
"935","high","umpLeft","FA",1958,457574
"3418","low","umpRight","FA",4547,518595
"2504","middle","umpRight","FA",3584,452254
"2029","low","umpLeft","FA",3074,572114
"2232","middle","umpMiddle","SL",3280,502671
"3164","middle","umpMiddle","CU",4293,475582
"1661","low","umpLeft","SL",2697,588751
"117","low","umpLeft","SL",1119,518516
"608","middle","umpMiddle","CU",1624,518626
"2837","middle","umpMiddle","FA",3939,425877
"4189","low","umpMiddle","FA",5388,641487
"2534","low","umpMiddle","FA",3621,456488
"1220","low","umpMiddle","SL",2252,425796
"4175","low","umpLeft","SL",5374,608384
"1207","low","umpLeft","SL",2239,488818
"1747","high","umpLeft","FA",2783,516770
"3332","low","umpLeft","FA",4461,518595
"3635","high","umpRight","FA",4768,592273
"2994","low","umpLeft","CU",4110,592178
"1663","low","umpRight","CU",2699,588751
"2392","low","umpMiddle","CU",3441,452254
"3509","low","umpRight","SL",4639,518934
"100","low","umpMiddle","SL",1102,457763
"850","high","umpRight","FA",1870,594777
"1212","low","umpMiddle","SL",2244,518692
"458","middle","umpLeft","SL",1473,500743
"2079","middle","umpMiddle","CU",3124,608671
"3751","low","umpLeft","FA",4885,624585
"2477","low","umpLeft","FA",3548,434604
"2473","middle","umpLeft","FA",3544,457763
"4142","low","umpRight","CU",5341,656555
"3023","low","umpMiddle","FA",4146,542583
"4338","low","umpMiddle","CU",5540,608566
"3104","low","umpLeft","SL",4232,570267
"2682","low","umpRight","SL",3775,642162
"2137","high","umpLeft","FA",3182,592351
"4102","high","umpMiddle","FA",5301,460026
"4152","middle","umpMiddle","FA",5351,641487
"269","middle","umpRight","FA",1271,474832
"882","high","umpRight","FA",1905,488862
"2772","middle","umpRight","FA",3867,491676
"1221","low","umpLeft","FA",2253,452655
"30","low","umpLeft","SL",1030,605486
"1966","low","umpLeft","SL",3005,474832
"3079","middle","umpMiddle","FA",4207,519076
"4293","low","umpRight","CU",5494,460026
"902","middle","umpMiddle","SL",1925,543213
"1629","low","umpLeft","SL",2665,570256
"337","low","umpLeft","FA",1344,453211
"2868","low","umpRight","CU",3971,572761
"2378","middle","umpMiddle","SL",3427,596115
"3263","middle","umpLeft","FA",4392,457706
"455","middle","umpMiddle","SL",1470,588751
"2675","high","umpRight","FA",3768,471865
"701","low","umpRight","CU",1717,453064
"2374","low","umpRight","CU",3423,448602
"358","high","umpLeft","SL",1370,611177
"2474","high","umpLeft","FA",3545,434604
"1516","low","umpLeft","SL",2548,150029
"4340","low","umpMiddle","FA",5542,518934
"1603","high","umpMiddle","CU",2635,501896
"374","middle","umpMiddle","CU",1386,453211
"1536","high","umpLeft","FA",2568,502317
"2890","low","umpLeft","SL",3993,451594
"212","middle","umpLeft","SL",1214,453923
"1575","high","umpLeft","FA",2607,624428
"2864","low","umpLeft","FA",3967,572761
"1604","high","umpRight","SL",2636,501896
"1493","low","umpLeft","SL",2525,475582
"3051","low","umpMiddle","CU",4177,542583
"858","low","umpLeft","SL",1878,545361
"1186","high","umpLeft","FA",2218,452095
"312","low","umpMiddle","FA",1317,605538
"1851","high","umpLeft","FA",2887,453568
"3169","low","umpLeft","CU",4298,543685
"3606","high","umpLeft","FA",4738,457787
"2235","low","umpLeft","SL",3283,502671
"479","low","umpLeft","SL",1494,592663
"3193","low","umpLeft","FA",4322,543685
"3172","low","umpRight","SL",4301,543685
"1457","low","umpLeft","FA",2489,467092
"2059","low","umpRight","SL",3104,500208
"1438","middle","umpRight","FA",2470,572191
"4258","low","umpLeft","CU",5458,605509
"3510","low","umpRight","CU",4640,518934
"794","low","umpMiddle","FA",1810,435522
"1346","low","umpMiddle","FA",2378,456078
"3274","low","umpLeft","SL",4403,543706
"2687","low","umpRight","SL",3780,572863
"3879","middle","umpLeft","CU",5014,573135
"2160","middle","umpLeft","SL",3205,467827
"1382","low","umpLeft","SL",2414,630111
"3308","high","umpRight","CU",4437,543401
"3527","middle","umpLeft","FA",4658,594777
"1469","low","umpLeft","SL",2501,543685
"214","high","umpRight","FA",1216,434636
"2281","middle","umpLeft","FA",3329,425772
"2683","middle","umpRight","SL",3776,572863
"2810","low","umpLeft","FA",3910,460026
"3962","low","umpLeft","CU",5161,448602
"4177","low","umpRight","CU",5376,656555
"1693","low","umpLeft","CU",2729,542303
"501","low","umpLeft","FA",1516,571976
"1129","middle","umpLeft","SL",2160,542255
"1889","middle","umpMiddle","FA",2925,518452
"1211","low","umpRight","FA",2243,518692
"1996","high","umpRight","CU",3038,457763
"3452","low","umpLeft","SL",4581,596115
"3378","low","umpLeft","SL",4507,408314
"4135","high","umpMiddle","FA",5334,520471
"1419","low","umpRight","SL",2451,630111
"3073","low","umpLeft","SL",4201,542340
"4066","low","umpLeft","SL",5265,452254
"365","low","umpMiddle","CU",1377,452095
"4254","middle","umpLeft","CU",5453,491676
"4150","high","umpLeft","FA",5349,596748
"508","low","umpRight","FA",1523,461314
"3885","high","umpLeft","FA",5020,570560
"3131","high","umpRight","FA",4260,543685
"3335","low","umpMiddle","FA",4464,518595
"4237","middle","umpLeft","CU",5436,460026
"721","low","umpLeft","FA",1737,431151
"416","low","umpLeft","SL",1431,592663
"1718","middle","umpMiddle","SL",2754,544369
"388","low","umpLeft","FA",1403,518692
"3253","low","umpLeft","FA",4382,467793
"475","low","umpLeft","SL",1490,542303
"3024","low","umpLeft","FA",4147,542583
"760","middle","umpMiddle","SL",1776,493316
"1383","low","umpLeft","SL",2415,630111
"2872","middle","umpLeft","FA",3975,576397
"3227","low","umpLeft","CU",4356,608070
"1919","high","umpRight","FA",2955,547172
"1163","low","umpMiddle","CU",2195,502032
"1855","low","umpRight","FA",2891,453568
"2396","low","umpMiddle","CU",3446,456488
"191","high","umpMiddle","FA",1193,457763
"1765","high","umpMiddle","FA",2801,434636
"1968","middle","umpLeft","FA",3007,474832
"1471","middle","umpLeft","SL",2503,543685
"1847","low","umpRight","SL",2883,434636
"330","low","umpRight","FA",1336,611177
"2329","high","umpRight","CU",3378,542881
"4025","low","umpRight","FA",5224,518934
"1535","high","umpLeft","FA",2567,502317
"746","low","umpRight","SL",1762,434158
"1364","low","umpLeft","SL",2396,456422
"2105","low","umpRight","SL",3150,518934
"1060","middle","umpLeft","FA",2089,493316
"2454","high","umpLeft","SL",3521,453211
"3046","low","umpLeft","CU",4172,542979
"863","low","umpLeft","FA",1883,405395
"2484","low","umpLeft","SL",3555,605412
"601","high","umpRight","FA",1617,607680
"2856","high","umpLeft","FA",3959,545341
"3447","high","umpMiddle","FA",4576,435622
"405","high","umpMiddle","FA",1420,592885
"2650","middle","umpLeft","FA",3743,605486
"2066","high","umpMiddle","FA",3111,572114
"2970","high","umpLeft","FA",4086,575929
"1055","low","umpMiddle","FA",2084,434158
"3858","low","umpLeft","FA",4992,641553
"3109","low","umpLeft","FA",4237,444489
"2296","low","umpLeft","SL",3345,453568
"2695","low","umpRight","CU",3788,453568
"1148","low","umpLeft","SL",2180,452095
"2789","low","umpLeft","FA",3889,457763
"254","middle","umpMiddle","SL",1256,605412
"597","middle","umpLeft","SL",1613,571976
"1910","low","umpLeft","FA",2946,467827
"2472","low","umpLeft","SL",3543,457763
"436","low","umpLeft","SL",1451,445988
"3643","low","umpRight","FA",4776,455104
"273","middle","umpMiddle","FA",1275,474832
"3348","low","umpRight","SL",4477,624424
"4346","low","umpMiddle","SL",5548,571448
"3123","low","umpRight","CU",4252,547180
"2526","middle","umpMiddle","FA",3613,452254
"1731","low","umpLeft","SL",2767,453056
"1229","low","umpLeft","SL",2261,457763
"1849","low","umpRight","CU",2885,457763
"418","high","umpRight","FA",1433,453400
"1027","low","umpLeft","FA",2056,435522
"1225","middle","umpMiddle","FA",2257,605412
"3658","high","umpRight","FA",4792,444482
"1985","high","umpLeft","FA",3027,491676
"1841","low","umpLeft","SL",2877,456488
"378","low","umpLeft","SL",1393,430947
"2190","middle","umpMiddle","SL",3236,506924
"671","high","umpLeft","CU",1687,446381
"656","low","umpMiddle","CU",1672,475253
"1173","middle","umpLeft","SL",2205,425796
"3669","low","umpRight","CU",4803,592273
"2054","middle","umpMiddle","FA",3099,571976
"2298","high","umpLeft","FA",3347,453568
"2714","middle","umpMiddle","SL",3807,572863
"375","high","umpLeft","FA",1390,607054
"75","middle","umpLeft","FA",1075,445055
"602","middle","umpMiddle","SL",1618,607680
"2610","high","umpLeft","FA",3702,642707
"2594","middle","umpMiddle","SL",3686,500208
"2819","middle","umpRight","FA",3920,457763
"74","high","umpLeft","FA",1074,445055
"3912","middle","umpRight","SL",5047,541645
"2372","low","umpRight","CU",3421,448602
"1540","low","umpLeft","SL",2572,474568
"2170","high","umpRight","CU",3215,572863
"2560","low","umpLeft","SL",3647,595978
"1124","high","umpLeft","FA",2155,624424
"3790","middle","umpRight","CU",4924,456715
"1136","low","umpLeft","SL",2167,425796
"80","high","umpRight","SL",1080,519083
"1517","low","umpLeft","SL",2549,150029
"258","low","umpLeft","FA",1260,452254
"1251","low","umpLeft","FA",2283,456501
"3495","low","umpRight","SL",4625,606132
"3608","middle","umpLeft","SL",4740,458913
"4106","low","umpLeft","FA",5305,460026
"1619","high","umpRight","SL",2651,543281
"842","middle","umpMiddle","SL",1862,463610
"1101","low","umpLeft","SL",2132,452678
"274","middle","umpRight","FA",1276,622110
"3363","middle","umpRight","FA",4492,527038
"2773","low","umpLeft","CU",3868,491676
"3206","low","umpLeft","SL",4335,594694
"468","high","umpRight","FA",1483,592885
"60","low","umpRight","FA",1060,425834
"4074","middle","umpMiddle","SL",5273,596103
"1004","low","umpLeft","SL",2033,553993
"377","low","umpLeft","FA",1392,430947
"2163","middle","umpLeft","FA",3208,506924
"3088","middle","umpRight","FA",4216,519346
"2934","low","umpLeft","FA",4038,519203
"1753","low","umpLeft","CU",2789,608701
"2972","low","umpLeft","FA",4088,575929
"2873","low","umpRight","CU",3976,576397
"1176","middle","umpRight","SL",2208,425796
"2881","low","umpLeft","SL",3984,545341
"497","middle","umpLeft","SL",1512,445988
"1053","low","umpLeft","SL",2082,434158
"110","low","umpMiddle","FA",1112,474832
"3140","middle","umpLeft","SL",4269,572191
"953","low","umpMiddle","FA",1979,458015
"932","low","umpLeft","SL",1955,594807
"2845","low","umpRight","SL",3948,425509
"4324","low","umpLeft","FA",5526,448602
"3609","middle","umpMiddle","CU",4741,458913
"2086","middle","umpMiddle","FA",3131,500208
"2189","high","umpLeft","SL",3235,506924
"412","low","umpMiddle","SL",1427,592663
"2227","low","umpLeft","FA",3275,425844
"4317","low","umpMiddle","SL",5519,571448
"1868","low","umpRight","FA",2904,430605
"2012","low","umpLeft","FA",3054,605412
"188","low","umpLeft","FA",1190,605412
"1077","middle","umpMiddle","FA",2107,608700
"2561","middle","umpRight","FA",3648,595978
"3574","low","umpLeft","SL",4706,455117
"2125","low","umpRight","FA",3170,467827
"3666","low","umpLeft","SL",4800,572008
"1167","high","umpLeft","SL",2199,488818
"2988","high","umpMiddle","FA",4104,452657
"4242","low","umpMiddle","SL",5441,467055
"2514","low","umpRight","FA",3594,605412
"683","low","umpLeft","FA",1699,607680
"2631","low","umpLeft","FA",3724,518466
"1224","low","umpLeft","FA",2256,605412
"1390","high","umpLeft","SL",2422,571578
"2186","high","umpLeft","FA",3232,467827
"2792","middle","umpMiddle","FA",3892,434604
"1822","low","umpLeft","FA",2858,543063
"1777","low","umpLeft","SL",2813,491676
"3066","low","umpLeft","CU",4193,444489
"1692","high","umpLeft","FA",2728,542303
"1280","low","umpLeft","FA",2312,592620
"1114","high","umpLeft","FA",2145,501571
"697","middle","umpRight","SL",1713,429665
"170","high","umpLeft","FA",1172,605509
"1269","high","umpRight","FA",2301,474832
"1433","middle","umpLeft","FA",2465,572191
"2713","low","umpRight","FA",3806,572863
"2940","high","umpRight","FA",4049,575929
"2998","low","umpLeft","FA",4114,592178
"1281","low","umpLeft","CU",2313,592620
"3563","low","umpLeft","FA",4695,488862
"4089","high","umpLeft","FA",5288,605412
"3083","middle","umpLeft","SL",4211,542979
"896","high","umpLeft","SL",1919,434567
"639","low","umpMiddle","SL",1655,489365
"3572","low","umpRight","CU",4704,455117
"2005","high","umpRight","FA",3047,434636
"907","high","umpLeft","FA",1930,527043
"3442","low","umpLeft","SL",4571,448602
"764","middle","umpMiddle","FA",1780,501571
"402","high","umpMiddle","FA",1417,445988
"3804","low","umpLeft","FA",4938,444876
"3463","high","umpLeft","FA",4592,543022
"875","low","umpLeft","CU",1895,453203
"3359","low","umpMiddle","FA",4488,457803
"1172","high","umpRight","FA",2204,425796
"913","middle","umpMiddle","SL",1936,463610
"2121","high","umpLeft","FA",3166,448602
"3279","low","umpLeft","SL",4408,488726
"3127","middle","umpLeft","FA",4256,502517
"2192","high","umpLeft","FA",3238,572863
"3187","middle","umpMiddle","FA",4316,547180
"3660","low","umpLeft","SL",4794,444482
"1109","middle","umpLeft","FA",2140,435522
"91","low","umpMiddle","FA",1091,493351
"1504","low","umpRight","CU",2536,543685
"531","low","umpLeft","SL",1547,445055
"1054","low","umpLeft","SL",2083,434158
"1233","low","umpLeft","SL",2265,474832
"655","high","umpLeft","FA",1671,475253
"3272","low","umpLeft","SL",4401,543706
"3759","low","umpLeft","FA",4893,593160
"232","high","umpLeft","FA",1234,622110
"194","low","umpRight","CU",1196,452254
"3027","high","umpLeft","FA",4150,542583
"3316","low","umpRight","FA",4445,608061
"3632","high","umpLeft","SL",4765,572008
"808","low","umpMiddle","SL",1824,446263
"1710","middle","umpLeft","FA",2746,516770
"1093","low","umpLeft","FA",2124,434158
"1796","middle","umpMiddle","CU",2832,456488
"2261","middle","umpRight","CU",3309,572041
"3535","low","umpLeft","SL",4666,488862
"2434","low","umpLeft","SL",3492,605412
"2543","middle","umpMiddle","CU",3630,605412
"763","high","umpMiddle","FA",1779,435522
"3501","low","umpRight","CU",4631,543734
"3851","high","umpRight","FA",4985,570560
"2092","middle","umpLeft","FA",3137,592669
"2338","low","umpLeft","SL",3387,571448
"3059","high","umpLeft","FA",4185,570267
"651","low","umpLeft","SL",1667,430832
"3324","middle","umpLeft","SL",4453,493316
"1596","high","umpRight","SL",2628,446481
"2511","middle","umpRight","FA",3591,434604
"4115","low","umpRight","SL",5314,605509
"513","middle","umpMiddle","FA",1528,425834
"2643","low","umpLeft","CU",3736,622534
"789","high","umpMiddle","FA",1805,431151
"929","high","umpLeft","FA",1952,408252
"3758","middle","umpLeft","FA",4892,593160
"4298","high","umpRight","FA",5499,543063
"3993","middle","umpMiddle","SL",5192,571448
"1283","low","umpLeft","CU",2315,592620
"857","middle","umpLeft","CU",1877,545361
"1448","low","umpLeft","SL",2480,547180
"4081","low","umpLeft","SL",5280,491676
"2906","low","umpRight","FA",4010,425877
"1553","low","umpRight","CU",2585,628356
"2494","high","umpLeft","FA",3565,491676
"741","middle","umpRight","FA",1757,112526
"3436","low","umpLeft","SL",4565,571448
"3185","low","umpLeft","SL",4314,607208
"1252","low","umpRight","FA",2284,456501
"941","low","umpLeft","FA",1967,446359
"481","low","umpLeft","SL",1496,592663
"4009","low","umpLeft","SL",5208,471865
"4027","low","umpRight","FA",5226,571448
"985","low","umpLeft","FA",2014,458015
"774","middle","umpLeft","FA",1790,493472
"2061","low","umpLeft","SL",3106,500208
"613","middle","umpLeft","FA",1629,430832
"3026","low","umpLeft","SL",4149,542583
"3529","high","umpRight","FA",4660,594777
"652","low","umpMiddle","SL",1668,430832
"1417","low","umpRight","CU",2449,630111
"2013","high","umpMiddle","SL",3058,491676
"4321","low","umpLeft","CU",5523,571448
"4341","low","umpRight","SL",5543,518934
"2768","middle","umpLeft","FA",3863,605412
"2452","high","umpLeft","FA",3519,605412
"316","high","umpRight","CU",1322,430947
"3604","low","umpRight","FA",4736,457787
"2527","middle","umpRight","SL",3614,452254
"3508","low","umpRight","FA",4638,518934
"3040","middle","umpMiddle","FA",4164,519076
"2546","high","umpLeft","CU",3633,605412
"3673","low","umpRight","FA",4807,455104
"1723","high","umpRight","CU",2759,592122
"2010","low","umpLeft","CU",3052,605412
"1704","middle","umpRight","FA",2740,453056
"1443","low","umpLeft","SL",2475,150029
"2412","middle","umpMiddle","SL",3462,605412
"3925","high","umpLeft","FA",5060,641313
"451","low","umpLeft","SL",1466,453400
"1308","middle","umpMiddle","FA",2340,607776
"2138","high","umpMiddle","CU",3183,592351
"87","low","umpLeft","FA",1087,571976
"4354","low","umpMiddle","SL",5556,596115
"1444","middle","umpMiddle","FA",2476,547180
"3867","low","umpLeft","CU",5001,547989
"1261","low","umpRight","CU",2293,622110
"28","low","umpRight","CU",1028,605486
"542","low","umpMiddle","FA",1558,425834
"820","middle","umpMiddle","FA",1837,594777
"311","high","umpRight","FA",1313,453211
"661","low","umpLeft","CU",1677,453064
"2223","middle","umpMiddle","FA",3271,425844
"83","middle","umpMiddle","FA",1083,461314
"2347","low","umpLeft","SL",3396,448602
"1751","high","umpLeft","FA",2787,544369
"4302","low","umpRight","CU",5503,467055
