"","target_vertical","target_horizontal","target_type","index","batter"
"2449","middle","umpRight","FA",3516,605412
"3954","low","umpLeft","FA",5153,518934
"1588","high","umpLeft","FA",2620,516782
"4010","low","umpLeft","FA",5209,518960
"1478","low","umpMiddle","FA",2510,572191
"4012","low","umpLeft","SL",5211,518960
"3559","low","umpRight","CU",4691,405395
"90","low","umpLeft","SL",1090,571976
"716","low","umpLeft","FA",1732,431151
"3311","low","umpLeft","FA",4440,624424
"2673","middle","umpLeft","FA",3766,435622
"3522","low","umpLeft","FA",4653,457727
"3322","low","umpLeft","SL",4451,493316
"296","low","umpRight","SL",1298,593495
"1738","low","umpLeft","SL",2774,596142
"2948","low","umpRight","FA",4057,575929
"1918","low","umpLeft","SL",2954,642162
"3785","low","umpRight","CU",4919,593160
"498","middle","umpMiddle","FA",1513,445055
"4286","low","umpRight","SL",5486,457763
"2241","low","umpRight","FA",3289,630111
"1257","middle","umpLeft","SL",2289,605412
"4238","middle","umpMiddle","SL",5437,460026
"1016","low","umpLeft","FA",2045,434158
"235","low","umpLeft","SL",1237,605509
"3304","low","umpLeft","CU",4433,543706
"4063","middle","umpLeft","SL",5262,605412
"3703","middle","umpRight","FA",4837,444482
"3098","low","umpRight","CU",4226,542583
"1513","low","umpLeft","SL",2545,150029
"609","low","umpLeft","SL",1625,518626
"3577","high","umpRight","FA",4709,457787
"2169","high","umpRight","SL",3214,572863
"685","low","umpRight","CU",1701,518626
"3113","low","umpLeft","FA",4242,607208
"1046","high","umpLeft","SL",2075,493472
"2234","high","umpRight","FA",3282,502671
"783","low","umpLeft","SL",1799,452678
"3119","low","umpMiddle","FA",4248,547180
"225","high","umpLeft","SL",1227,474832
"1484","low","umpMiddle","FA",2516,547180
"3791","high","umpLeft","FA",4925,456715
"373","low","umpLeft","FA",1385,453211
"2022","low","umpLeft","SL",3067,500208
"4016","high","umpLeft","CU",5215,592351
"968","low","umpLeft","SL",1994,457574
"1823","low","umpLeft","SL",2859,543063
"2113","middle","umpRight","CU",3158,571448
"2798","low","umpLeft","FA",3898,607776
"1292","low","umpRight","CU",2324,605412
"3010","middle","umpRight","CU",4131,546991
"2645","low","umpLeft","SL",3738,622534
"3813","low","umpLeft","FA",4947,593160
"229","high","umpRight","CU",1231,622110
"3298","low","umpLeft","SL",4427,547379
"3796","high","umpLeft","SL",4930,543333
"1195","high","umpLeft","FA",2227,502032
"2364","low","umpLeft","FA",3413,518934
"2757","low","umpLeft","FA",3852,434604
"2658","low","umpLeft","SL",3751,571976
"2961","low","umpRight","FA",4070,592178
"1729","high","umpLeft","FA",2765,458731
"222","middle","umpLeft","SL",1224,452254
"1132","middle","umpLeft","FA",2163,518692
"3344","middle","umpMiddle","SL",4473,608703
"3484","high","umpLeft","FA",4614,596115
"2723","middle","umpMiddle","FA",3816,518934
"2133","high","umpMiddle","CU",3178,572863
"4247","low","umpRight","SL",5446,607776
"1705","low","umpLeft","FA",2741,453056
"724","low","umpLeft","SL",1740,493316
"1127","low","umpLeft","SL",2158,542255
"658","low","umpRight","FA",1674,453064
"152","middle","umpRight","FA",1154,452655
"2443","high","umpLeft","FA",3509,543063
"1905","high","umpLeft","FA",2941,430605
"2168","middle","umpMiddle","SL",3213,572863
"2291","low","umpRight","SL",3339,572008
"196","high","umpLeft","SL",1198,474832
"2510","middle","umpLeft","FA",3590,434604
"3439","middle","umpLeft","SL",4568,448602
"21","low","umpMiddle","FA",1021,500208
"1111","high","umpLeft","SL",2142,501571
"2929","high","umpRight","FA",4033,519203
"89","high","umpRight","FA",1089,571976
"3799","low","umpRight","CU",4933,593528
"1969","high","umpRight","FA",3008,474832
"3775","low","umpLeft","FA",4909,444876
"3900","high","umpMiddle","FA",5035,466320
"992","middle","umpMiddle","SL",2021,594807
"3331","low","umpLeft","FA",4460,527038
"1676","high","umpMiddle","SL",2712,592663
"2390","low","umpLeft","SL",3439,542436
"3551","low","umpLeft","SL",4683,457727
"146","middle","umpRight","FA",1148,518516
"510","low","umpLeft","FA",1525,425834
"1375","high","umpLeft","SL",2407,456078
"315","low","umpLeft","SL",1321,430947
"1049","high","umpLeft","FA",2078,112526
"113","low","umpLeft","FA",1115,605509
"2923","low","umpLeft","FA",4027,572039
"3845","high","umpLeft","FA",4979,573135
"2712","middle","umpMiddle","FA",3805,572863
"3408","low","umpLeft","SL",4537,457803
"4285","low","umpRight","SL",5485,457763
"3097","low","umpLeft","FA",4225,542583
"2351","low","umpMiddle","FA",3400,467827
"2513","low","umpRight","FA",3593,605412
"1764","middle","umpRight","FA",2800,434636
"978","low","umpRight","FA",2007,571740
"2352","middle","umpLeft","FA",3401,596115
"279","low","umpRight","CU",1281,605509
"50","low","umpLeft","FA",1050,571976
"3485","low","umpMiddle","CU",4615,596115
"1198","high","umpRight","FA",2230,542255
"2600","low","umpLeft","SL",3692,592669
"2481","low","umpLeft","FA",3552,456488
"1423","middle","umpRight","CU",2455,605113
"1267","middle","umpLeft","SL",2299,457763
"3831","low","umpMiddle","SL",4965,466320
"3454","low","umpMiddle","FA",4583,606132
"2321","middle","umpMiddle","FA",3370,596115
"2114","high","umpRight","FA",3159,596115
"1234","middle","umpLeft","FA",2266,474832
"3634","low","umpLeft","CU",4767,592273
"2686","low","umpRight","FA",3779,572863
"3965","low","umpRight","FA",5164,467827
"2403","low","umpRight","FA",3453,457763
"3257","high","umpLeft","FA",4386,467793
"1955","low","umpMiddle","FA",2991,543063
"3323","high","umpLeft","FA",4452,493316
"906","high","umpMiddle","FA",1929,453203
"4343","high","umpRight","FA",5545,518934
"3550","low","umpLeft","SL",4682,457727
"663","high","umpLeft","FA",1679,459431
"2531","low","umpRight","SL",3618,434604
"2943","middle","umpRight","FA",4052,575929
"381","low","umpLeft","FA",1396,593495
"456","high","umpRight","FA",1471,500743
"3138","low","umpLeft","FA",4267,572191
"2289","middle","umpRight","SL",3337,572041
"687","low","umpLeft","SL",1703,518626
"2681","middle","umpLeft","SL",3774,642162
"3030","low","umpMiddle","SL",4153,570267
"719","low","umpRight","SL",1735,431151
"4172","low","umpLeft","SL",5371,608384
"2816","low","umpMiddle","SL",3916,456488
"4079","low","umpLeft","SL",5278,607776
"168","high","umpLeft","SL",1170,622110
"1274","low","umpRight","CU",2306,607776
"2950","middle","umpMiddle","FA",4059,546991
"1276","low","umpLeft","SL",2308,543063
"3581","low","umpMiddle","SL",4713,460060
"242","middle","umpLeft","SL",1244,518516
"665","middle","umpMiddle","FA",1681,459431
"2556","middle","umpLeft","FA",3643,571976
"4068","low","umpLeft","FA",5267,457763
"631","low","umpLeft","FA",1647,446381
"971","high","umpMiddle","FA",1997,571466
"3747","low","umpLeft","SL",4881,444876
"1758","high","umpLeft","FA",2794,519222
"1657","high","umpLeft","FA",2693,453400
"3143","low","umpRight","FA",4272,446653
"3168","low","umpRight","SL",4297,543685
"1253","low","umpLeft","FA",2285,456501
"364","low","umpLeft","FA",1376,452095
"1971","middle","umpLeft","FA",3010,457763
"3936","low","umpLeft","SL",5071,518692
"1506","low","umpMiddle","CU",2538,543685
"3773","middle","umpRight","SL",4907,593528
"524","middle","umpMiddle","CU",1540,489267
"162","middle","umpLeft","FA",1164,457763
"2417","low","umpLeft","SL",3471,452254
"4095","low","umpLeft","FA",5294,452254
"155","middle","umpRight","FA",1157,434636
"1403","low","umpRight","SL",2435,502671
"260","low","umpRight","CU",1262,452254
"3402","low","umpRight","CU",4531,457803
"554","low","umpLeft","SL",1570,489267
"1600","low","umpMiddle","FA",2632,624428
"1730","middle","umpMiddle","FA",2766,453056
"1846","low","umpLeft","FA",2882,434636
"1671","low","umpLeft","SL",2707,543829
"1904","low","umpLeft","SL",2940,430605
"231","low","umpLeft","FA",1233,622110
"246","low","umpMiddle","CU",1248,453923
"1312","low","umpMiddle","FA",2344,543063
"3623","middle","umpLeft","FA",4755,444482
"1787","low","umpMiddle","SL",2823,518516
"4199","middle","umpLeft","SL",5398,571841
"3176","low","umpLeft","SL",4305,572191
"4107","low","umpLeft","SL",5306,460026
"3547","middle","umpLeft","FA",4678,458913
"2415","high","umpLeft","FA",3469,452254
"757","low","umpLeft","SL",1773,431151
"1980","low","umpLeft","CU",3019,493596
"473","low","umpLeft","SL",1488,542303
"2317","low","umpLeft","SL",3366,467827
"2847","low","umpLeft","FA",3950,649557
"2239","low","umpLeft","CU",3287,630111
"1876","low","umpRight","CU",2912,506924
"2960","low","umpLeft","SL",4069,592178
"4290","low","umpLeft","SL",5490,452254
"3754","high","umpMiddle","FA",4888,460077
"3050","low","umpLeft","FA",4176,542583
"72","high","umpMiddle","FA",1072,489267
"3503","low","umpLeft","SL",4633,453568
"3940","low","umpLeft","SL",5075,455976
"2202","middle","umpMiddle","CU",3248,572008
"1406","low","umpRight","SL",2438,430001
"870","middle","umpRight","FA",1890,543213
"4225","low","umpLeft","CU",5424,605509
"909","low","umpMiddle","CU",1932,527043
"3928","middle","umpLeft","SL",5063,466320
"3842","high","umpLeft","FA",4976,571602
"2410","middle","umpRight","CU",3460,460026
"3555","low","umpLeft","CU",4687,594777
"3955","middle","umpLeft","FA",5154,518934
"93","low","umpLeft","CU",1095,493351
"2604","low","umpLeft","SL",3696,592669
"3240","low","umpLeft","SL",4369,547379
"3090","middle","umpRight","FA",4218,519346
"3820","low","umpRight","CU",4954,593528
"3771","low","umpRight","SL",4905,543333
"4330","high","umpLeft","FA",5532,435622
"3461","high","umpLeft","FA",4590,608596
"880","middle","umpLeft","FA",1903,488862
"2456","low","umpMiddle","CU",3523,453211
"386","low","umpLeft","SL",1401,518692
"1091","high","umpMiddle","FA",2122,434158
"1019","high","umpLeft","SL",2048,452678
"4231","low","umpRight","FA",5430,452254
"3135","low","umpLeft","SL",4264,572191
"9","high","umpRight","FA",1008,519083
"3456","low","umpLeft","CU",4585,606132
"4084","low","umpLeft","FA",5283,491676
"3783","high","umpMiddle","FA",4917,518633
"3165","low","umpLeft","FA",4294,502517
"900","low","umpMiddle","CU",1923,543213
"2550","middle","umpRight","FA",3637,605486
"2655","low","umpLeft","SL",3748,571976
"1296","low","umpLeft","FA",2328,622110
"4006","low","umpRight","FA",5205,471865
"911","high","umpLeft","FA",1934,463610
"1336","high","umpLeft","FA",2368,592273
"2690","middle","umpMiddle","FA",3783,543022
"3018","low","umpLeft","CU",4141,519346
"192","high","umpMiddle","FA",1194,452254
"1453","low","umpMiddle","CU",2485,502517
"2487","low","umpLeft","FA",3558,453211
"2470","middle","umpMiddle","CU",3541,452254
"2034","low","umpLeft","FA",3079,430947
"3708","low","umpRight","SL",4842,502671
"834","high","umpMiddle","FA",1853,434567
"950","middle","umpMiddle","CU",1976,571740
"4182","high","umpLeft","SL",5381,571437
"1258","middle","umpMiddle","FA",2290,622110
"1832","middle","umpRight","CU",2868,518516
"769","middle","umpMiddle","SL",1785,608700
"3174","low","umpMiddle","CU",4303,572191
"1569","high","umpRight","FA",2601,641771
"54","low","umpRight","FA",1054,493351
"4327","high","umpRight","SL",5529,471865
"3070","low","umpRight","CU",4197,444489
"1182","high","umpLeft","FA",2214,452095
"2156","middle","umpMiddle","SL",3201,448602
"1045","low","umpLeft","SL",2074,493472
"2144","low","umpLeft","CU",3189,453568
"1334","high","umpLeft","SL",2366,516416
"4131","high","umpRight","CU",5330,520471
"633","middle","umpLeft","FA",1649,446381
"3571","low","umpRight","CU",4703,455117
"3415","high","umpRight","FA",4544,518595
"2384","low","umpRight","FA",3433,572863
"1842","low","umpRight","FA",2878,456488
"318","high","umpLeft","FA",1324,593495
"3996","low","umpLeft","SL",5195,448602
"262","middle","umpLeft","SL",1264,452254
"3419","low","umpMiddle","SL",4548,408314
"2201","middle","umpMiddle","FA",3247,572008
"3375","low","umpRight","FA",4504,408314
"1081","middle","umpLeft","SL",2112,493472
"2278","high","umpLeft","FA",3326,605113
"3490","low","umpRight","CU",4620,596115
"4312","high","umpRight","FA",5514,453568
"4128","high","umpRight","SL",5327,546318
"2043","low","umpRight","CU",3088,622534
"1631","middle","umpMiddle","FA",2667,570256
"1199","high","umpMiddle","FA",2231,542255
"2795","low","umpLeft","CU",3895,434604
"2458","high","umpLeft","FA",3525,491676
"1956","low","umpMiddle","FA",2992,493596
"3488","high","umpRight","FA",4618,596115
"349","low","umpLeft","SL",1361,593495
"3199","low","umpRight","FA",4328,446653
"267","high","umpRight","FA",1269,474832
"2979","low","umpMiddle","SL",4095,608365
"713","low","umpRight","CU",1729,434158
"509","high","umpMiddle","FA",1524,425834
"3334","low","umpRight","CU",4463,518595
"2688","low","umpLeft","SL",3781,572863
"563","low","umpLeft","FA",1579,445055
"3890","low","umpLeft","FA",5025,641553
"2062","low","umpLeft","FA",3107,592669
"3329","middle","umpMiddle","FA",4458,527038
"2021","low","umpMiddle","CU",3066,571976
"3650","low","umpMiddle","CU",4783,571578
"4313","high","umpLeft","FA",5515,453568
"3840","low","umpLeft","SL",4974,541645
"401","high","umpRight","FA",1416,445988
"352","high","umpLeft","SL",1364,518692
"2259","low","umpLeft","FA",3307,543302
"1017","middle","umpLeft","FA",2046,434158
"120","low","umpRight","CU",1122,501303
"204","high","umpLeft","FA",1206,605509
"2197","low","umpLeft","FA",3243,572041
"961","middle","umpMiddle","FA",1987,457803
"2962","low","umpLeft","SL",4071,592178
"3391","high","umpRight","FA",4520,624424
"3945","low","umpRight","CU",5100,622534
"706","low","umpRight","SL",1722,459431
"200","low","umpRight","CU",1202,474832
"3228","high","umpLeft","SL",4357,608070
"634","low","umpLeft","FA",1650,489365
"3824","high","umpRight","FA",4958,444876
"2812","high","umpMiddle","FA",3912,460026
"1475","low","umpMiddle","FA",2507,433589
"2971","low","umpLeft","FA",4087,575929
"3735","low","umpLeft","CU",4869,456715
"3687","middle","umpRight","FA",4821,571681
"3261","high","umpLeft","FA",4390,608070
"2806","high","umpMiddle","FA",3906,491676
"275","middle","umpLeft","FA",1277,622110
"2503","middle","umpRight","FA",3583,452254
"3405","high","umpLeft","FA",4534,457803
"3612","low","umpLeft","SL",4744,458913
"2586","low","umpLeft","FA",3678,605486
"742","high","umpRight","FA",1758,112526
"3953","low","umpLeft","FA",5152,453568
"3923","low","umpLeft","SL",5058,641553
"3204","low","umpLeft","FA",4333,594694
"3736","low","umpLeft","CU",4870,456715
"3784","low","umpLeft","SL",4918,593160
"320","high","umpRight","FA",1326,593495
"2065","middle","umpMiddle","SL",3110,592669
"2941","middle","umpMiddle","CU",4050,575929
"3991","low","umpRight","SL",5190,571448
"844","low","umpLeft","SL",1864,488862
"1608","middle","umpRight","FA",2640,457705
"3672","low","umpRight","SL",4806,455104
"4023","low","umpRight","FA",5222,453568
"2112","high","umpMiddle","FA",3157,571448
"632","low","umpLeft","SL",1648,446381
"727","low","umpLeft","SL",1743,493316
"3764","high","umpMiddle","FA",4898,593527
"3746","low","umpLeft","SL",4880,444876
"720","high","umpRight","FA",1736,431151
"3184","low","umpLeft","SL",4313,607208
"3811","high","umpLeft","FA",4945,593160
"667","low","umpMiddle","FA",1683,459431
"218","high","umpRight","FA",1220,452254
"1606","middle","umpMiddle","CU",2638,457705
"3692","low","umpRight","CU",4826,571681
"3977","low","umpMiddle","FA",5176,592351
"3448","high","umpRight","FA",4577,435622
"3422","low","umpLeft","SL",4551,453568
"2077","high","umpRight","FA",3122,608671
"3647","low","umpMiddle","FA",4780,571578
"3700","low","umpLeft","SL",4834,444482
"1594","middle","umpMiddle","FA",2626,446481
"3778","low","umpRight","CU",4912,460077
"3458","low","umpLeft","SL",4587,606132
"2243","high","umpRight","FA",3291,592273
"203","middle","umpRight","FA",1205,622110
"2337","low","umpRight","SL",3386,571448
"1157","low","umpLeft","SL",2189,593495
"703","high","umpLeft","SL",1719,459431
"2320","low","umpRight","FA",3369,467827
"2787","low","umpLeft","SL",3882,448605
"3699","low","umpRight","FA",4833,572041
"2229","middle","umpRight","SL",3277,572041
"3254","low","umpLeft","SL",4383,467793
"1501","low","umpLeft","SL",2533,467092
"1557","middle","umpMiddle","FA",2589,543281
"432","high","umpRight","FA",1447,445988
"1450","low","umpLeft","CU",2482,502517
"347","low","umpMiddle","FA",1358,593495
"2184","low","umpLeft","SL",3230,448602
"3917","low","umpLeft","FA",5052,570560
"3351","middle","umpRight","SL",4480,608061
"1885","middle","umpRight","FA",2921,642162
"2360","low","umpMiddle","FA",3409,453568
"2930","high","umpRight","FA",4034,519203
"2966","low","umpLeft","SL",4075,519203
"1786","high","umpRight","FA",2822,518516
"2016","low","umpRight","FA",3061,622534
"1293","low","umpLeft","FA",2325,605412
"281","low","umpRight","SL",1283,605509
